OBJECTID,unitid,unitloc,unitshift,unittype,unitsquad,unitradio,unitduties,level_id,staffrank,staffname,staffphone,staffemail,staffstatus,staffpay,staffduty,staffskills,staffagency,apparatus,eventid,uniqueid,poststatus,CreationDate,Creator,EditDate,Editor,start_time,end_time,start_time_txt,end_time_txt,elevation,Z,X,Y,POINT_X,POINT_Y,POINT_Z,feature_order
55,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:19:00,gvanmaren_3dgis,2026-04-29 8:19:00,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.069633484,4.069633484,-13704198.55,6321850.257,-13704198.55,6321850.257,0,55
56,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,2026-04-29 8:20:03,gvanmaren_3dgis,2026-04-29 8:21:29,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,56
57,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:22:20,gvanmaren_3dgis,2026-04-29 8:22:20,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.135970116,4.135970116,-13704208.23,6321839.956,-13704208.23,6321839.956,0,57
58,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:23:20,gvanmaren_3dgis,2026-04-29 8:23:20,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.928792953,4.928793111,-13704284.82,6321845.815,-13704284.82,6321845.815,0,58
59,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:12,gvanmaren_3dgis,2026-04-29 8:29:46,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,59
60,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:44,gvanmaren_3dgis,2026-04-29 8:24:44,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,60
61,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:25:35,gvanmaren_3dgis,2026-04-29 8:28:15,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,61
62,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:26:07,gvanmaren_3dgis,2026-04-29 8:26:07,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.554600239,4.554600239,-13704284.28,6321865.449,-13704284.28,6321865.449,0,62
63,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:27:03,gvanmaren_3dgis,2026-04-29 8:30:17,gvanmaren_3dgis,2026-06-11 17:04:00,2026-06-11 17:05:00,11/06/2026 5:04:00 PM,11/06/2026 5:05:00 PM,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,63
64,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:19:00,gvanmaren_3dgis,2026-04-29 8:19:00,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.069633484,4.069633484,-13704196.7,6321850.053,-13704196.7,6321850.053,0,64
65,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,2026-04-29 8:20:03,gvanmaren_3dgis,2026-04-29 8:21:29,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,65
66,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:22:20,gvanmaren_3dgis,2026-04-29 8:22:20,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.135970116,4.135970116,-13704206.65,6321838.95,-13704206.65,6321838.95,0,66
67,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:23:20,gvanmaren_3dgis,2026-04-29 8:23:20,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.928792953,4.928793111,-13704229,6321840.353,-13704229,6321840.353,0,67
68,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:12,gvanmaren_3dgis,2026-04-29 8:29:46,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,68
69,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:44,gvanmaren_3dgis,2026-04-29 8:24:44,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,69
70,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:25:35,gvanmaren_3dgis,2026-04-29 8:28:15,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,70
71,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:26:07,gvanmaren_3dgis,2026-04-29 8:26:07,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.554600239,4.554600239,-13704202.53,6321846.744,-13704202.53,6321846.744,0,71
72,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:27:03,gvanmaren_3dgis,2026-04-29 8:30:17,gvanmaren_3dgis,2026-06-11 17:05:00,2026-06-11 17:06:00,11/06/2026 5:05:00 PM,11/06/2026 5:06:00 PM,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,72
73,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:19:00,gvanmaren_3dgis,2026-04-29 8:19:00,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.069633484,4.069633484,-13704199.37,6321851.894,-13704199.37,6321851.894,0,73
74,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,2026-04-29 8:20:03,gvanmaren_3dgis,2026-04-29 8:21:29,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,74
75,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:22:20,gvanmaren_3dgis,2026-04-29 8:22:20,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.135970116,4.135970116,-13704206.92,6321839.881,-13704206.92,6321839.881,0,75
76,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:23:20,gvanmaren_3dgis,2026-04-29 8:23:20,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.928792953,4.928793111,-13704207.36,6321847.309,-13704207.36,6321847.309,0,76
77,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:12,gvanmaren_3dgis,2026-04-29 8:29:46,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,77
78,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:44,gvanmaren_3dgis,2026-04-29 8:24:44,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,78
79,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:25:35,gvanmaren_3dgis,2026-04-29 8:28:15,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,79
80,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:26:07,gvanmaren_3dgis,2026-04-29 8:26:07,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.554600239,4.554600239,-13704202.09,6321846.63,-13704202.09,6321846.63,0,80
81,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:27:03,gvanmaren_3dgis,2026-04-29 8:30:17,gvanmaren_3dgis,2026-06-11 17:06:00,2026-06-11 17:07:00,11/06/2026 5:06:00 PM,11/06/2026 5:07:00 PM,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,81
82,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:19:00,gvanmaren_3dgis,2026-04-29 8:19:00,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.069633484,4.069633484,-13704274.13,6321869.421,-13704274.13,6321869.421,0,82
83,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,2026-04-29 8:20:03,gvanmaren_3dgis,2026-04-29 8:21:29,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,83
84,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:22:20,gvanmaren_3dgis,2026-04-29 8:22:20,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.135970116,4.135970116,-13704267.79,6321856.755,-13704267.79,6321856.755,0,84
85,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:23:20,gvanmaren_3dgis,2026-04-29 8:23:20,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.928792953,4.928793111,-13704220.23,6321844.091,-13704220.23,6321844.091,0,85
86,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:12,gvanmaren_3dgis,2026-04-29 8:29:46,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,86
87,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:44,gvanmaren_3dgis,2026-04-29 8:24:44,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.063602448,4.063602448,-13704201.25,6321842.45,-13704201.25,6321842.45,0,87
88,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:25:35,gvanmaren_3dgis,2026-04-29 8:28:15,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,88
89,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:26:07,gvanmaren_3dgis,2026-04-29 8:26:07,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.554600239,4.554600239,-13704264.3,6321863.606,-13704264.3,6321863.606,0,89
90,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:27:03,gvanmaren_3dgis,2026-04-29 8:30:17,gvanmaren_3dgis,2026-06-11 17:07:00,2026-06-11 17:08:00,11/06/2026 5:07:00 PM,11/06/2026 5:08:00 PM,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,90
91,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:19:00,gvanmaren_3dgis,2026-04-29 8:19:00,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.069633484,4.069633484,-13704325.91,6321911.318,-13704325.91,6321911.318,0,91
92,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,2026-04-29 8:20:03,gvanmaren_3dgis,2026-04-29 8:21:29,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,92
93,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:22:20,gvanmaren_3dgis,2026-04-29 8:22:20,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.135970116,4.135970116,-13704319.58,6321898.652,-13704319.58,6321898.652,0,93
94,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:23:20,gvanmaren_3dgis,2026-04-29 8:23:20,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.928792953,4.928793111,-13704271.65,6321848.428,-13704271.65,6321848.428,0,94
95,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:12,gvanmaren_3dgis,2026-04-29 8:29:46,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,95
96,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:44,gvanmaren_3dgis,2026-04-29 8:24:44,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.063602448,4.063602448,-13704201.25,6321842.45,-13704201.25,6321842.45,0,96
97,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:25:35,gvanmaren_3dgis,2026-04-29 8:28:15,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,97
98,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:26:07,gvanmaren_3dgis,2026-04-29 8:26:07,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.554600239,4.554600239,-13704316.08,6321905.503,-13704316.08,6321905.503,0,98
99,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:27:03,gvanmaren_3dgis,2026-04-29 8:30:17,gvanmaren_3dgis,2026-06-11 17:08:00,2026-06-11 17:09:00,11/06/2026 5:08:00 PM,11/06/2026 5:09:00 PM,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,99
100,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:19:00,gvanmaren_3dgis,2026-04-29 8:19:00,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.069633484,4.069633484,-13704424.8,6321935.066,-13704424.8,6321935.066,0,100
101,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,2026-04-29 8:20:03,gvanmaren_3dgis,2026-04-29 8:21:29,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,101
102,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:22:20,gvanmaren_3dgis,2026-04-29 8:22:20,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.135970116,4.135970116,-13704421.03,6321914.65,-13704421.03,6321914.65,0,102
103,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:23:20,gvanmaren_3dgis,2026-04-29 8:23:20,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.928792953,4.928793111,-13704317.94,6321856.105,-13704317.94,6321856.105,0,103
104,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:12,gvanmaren_3dgis,2026-04-29 8:29:46,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,104
105,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:24:44,gvanmaren_3dgis,2026-04-29 8:24:44,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.063602448,4.063602448,-13704201.25,6321842.45,-13704201.25,6321842.45,0,105
106,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:25:35,gvanmaren_3dgis,2026-04-29 8:28:15,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,106
107,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:26:07,gvanmaren_3dgis,2026-04-29 8:26:07,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.554600239,4.554600239,-13704420.56,6321926.735,-13704420.56,6321926.735,0,107
108,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,2026-04-29 8:27:03,gvanmaren_3dgis,2026-04-29 8:30:17,gvanmaren_3dgis,2026-06-11 17:09:00,2026-06-11 17:10:00,11/06/2026 5:09:00 PM,11/06/2026 5:10:00 PM,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,108
