OBJECTID,unitid,unitloc,unitshift,unittype,unitsquad,unitradio,unitduties,level_id,staffrank,staffname,staffphone,staffemail,staffstatus,staffpay,staffduty,staffskills,staffagency,apparatus,eventid,uniqueid,poststatus,CreationDate,Creator,EditDate,Editor,start_time,end_time,start_time_txt,end_time_txt,elevation,Z,X,Y,POINT_X,POINT_Y,POINT_Z,feature_order
59,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:04,11/06/2026 17:05,11/06/2026 17:04,11/06/2026 17:05,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,59
60,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:04,11/06/2026 17:05,11/06/2026 17:04,11/06/2026 17:05,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,60
61,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:04,11/06/2026 17:05,11/06/2026 17:04,11/06/2026 17:05,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,61
62,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:04,11/06/2026 17:05,11/06/2026 17:04,11/06/2026 17:05,4.554600239,4.554600239,-13704284.28,6321865.449,-13704284.28,6321865.449,0,62
63,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:04,11/06/2026 17:05,11/06/2026 17:04,11/06/2026 17:05,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,63
64,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.069633484,4.069633484,-13704196.7,6321850.053,-13704196.7,6321850.053,0,64
65,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,65
66,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.135970116,4.135970116,-13704206.65,6321838.95,-13704206.65,6321838.95,0,66
67,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.928792953,4.928793111,-13704229,6321840.353,-13704229,6321840.353,0,67
68,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,68
69,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,69
70,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,70
71,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.554600239,4.554600239,-13704202.53,6321846.744,-13704202.53,6321846.744,0,71
72,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:05,11/06/2026 17:06,11/06/2026 17:05,11/06/2026 17:06,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,72
73,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.069633484,4.069633484,-13704199.37,6321851.894,-13704199.37,6321851.894,0,73
74,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,74
75,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.135970116,4.135970116,-13704206.92,6321839.881,-13704206.92,6321839.881,0,75
76,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.928792953,4.928793111,-13704207.36,6321847.309,-13704207.36,6321847.309,0,76
77,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,77
78,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,78
79,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,79
80,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.554600239,4.554600239,-13704202.09,6321846.63,-13704202.09,6321846.63,0,80
81,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:06,11/06/2026 17:07,11/06/2026 17:06,11/06/2026 17:07,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,81
82,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.069633484,4.069633484,-13704199.37,6321851.894,-13704199.37,6321851.894,0,82
83,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,83
84,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.135970116,4.135970116,-13704206.92,6321839.881,-13704206.92,6321839.881,0,84
85,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.928792953,4.928793111,-13704207.36,6321847.309,-13704207.36,6321847.309,0,85
86,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,86
87,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,87
88,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,88
89,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.554600239,4.554600239,-13704202.09,6321846.63,-13704202.09,6321846.63,0,89
90,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:07,11/06/2026 17:08,11/06/2026 17:07,11/06/2026 17:08,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,90
91,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.069633484,4.069633484,-13704199.37,6321851.894,-13704199.37,6321851.894,0,91
92,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,92
93,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.135970116,4.135970116,-13704206.92,6321839.881,-13704206.92,6321839.881,0,93
94,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.928792953,4.928793111,-13704207.36,6321847.309,-13704207.36,6321847.309,0,94
95,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,95
96,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.063602448,4.063602448,-13704199.99,6321842.45,-13704199.99,6321842.45,0,96
97,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,97
98,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.554600239,4.554600239,-13704202.09,6321846.63,-13704202.09,6321846.63,0,98
99,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:08,11/06/2026 17:09,11/06/2026 17:08,11/06/2026 17:09,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,99
100,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.069633484,4.069633484,-13704274.13,6321869.421,-13704274.13,6321869.421,0,100
101,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,101
102,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.135970116,4.135970116,-13704267.79,6321856.755,-13704267.79,6321856.755,0,102
103,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.928792953,4.928793111,-13704220.23,6321844.091,-13704220.23,6321844.091,0,103
104,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,104
105,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.063602448,4.063602448,-13704201.25,6321842.45,-13704201.25,6321842.45,0,105
106,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,106
107,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.554600239,4.554600239,-13704264.3,6321863.606,-13704264.3,6321863.606,0,107
108,gh-78,Carrall St,,Command Post,,,,,,Kurt Curtis,088569548,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gh-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:27,gvanmaren_3dgis,29/04/2026 08:30,gvanmaren_3dgis,11/06/2026 17:09,11/06/2026 17:10,11/06/2026 17:09,11/06/2026 17:10,4.829718113,4.829718113,-13704149.54,6321987.082,-13704149.54,6321987.082,0,108
109,gvm-10,,,Traffic Control,,,,,Cpl.,Gert Van Maren,0765555510,gvanmaren@esri.com,,,,Paraglider pilot,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,gvm-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:19,gvanmaren_3dgis,29/04/2026 08:19,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.069633484,4.069633484,-13704325.91,6321911.318,-13704325.91,6321911.318,0,109
110,ns-10,,,Traffic Control,,,,,Cpl.,Dude,079333222,,,,,Motor rider,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ns-10 FIFA World Cup 2026™ - overflow even... 2026-6-11,Off post,29/04/2026 08:20,gvanmaren_3dgis,29/04/2026 08:21,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.461204052,4.461204052,-13704463.9,6321910.742,-13704463.9,6321910.742,0,110
111,ww-12,,,Foot Patrol,,,,,Sgt.,,0269998888,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,ww-12 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:22,gvanmaren_3dgis,29/04/2026 08:22,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.135970116,4.135970116,-13704319.58,6321898.652,-13704319.58,6321898.652,0,111
112,okm-98,,,Foot Patrol,,,,,Lt.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,okm-98 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:23,gvanmaren_3dgis,29/04/2026 08:23,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.928792953,4.928793111,-13704271.65,6321848.428,-13704271.65,6321848.428,0,112
113,evm-99,,,Foot Patrol,,,,,Off.,Sascha Gabor,022563214,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,evm-99 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:29,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.191029072,4.191029178,-13704278.77,6321903.316,-13704278.77,6321903.316,0,113
114,rr-56,,,Foot Patrol,,,,,Cpl.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,rr-56 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:24,gvanmaren_3dgis,29/04/2026 08:24,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.063602448,4.063602448,-13704201.25,6321842.45,-13704201.25,6321842.45,0,114
115,emt-34,,,Paramedic,Medics,,,,Off.,Henry Collins,045666333,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,emt-34 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:25,gvanmaren_3dgis,29/04/2026 08:28,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.323612213,4.323612213,-13704522.48,6321856.06,-13704522.48,6321856.06,0,115
116,was-78,,,Paramedic,,,,,Maj.,,,,,,,,,,FIFA World Cup 2026™ - overflow even... 2026-6-11,was-78 FIFA World Cup 2026™ - overflow even... 2026-6-11,,29/04/2026 08:26,gvanmaren_3dgis,29/04/2026 08:26,gvanmaren_3dgis,11/06/2026 17:10,11/06/2026 17:11,11/06/2026 17:10,11/06/2026 17:11,4.554600239,4.554600239,-13704316.08,6321905.503,-13704316.08,6321905.503,0,116
